"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 180.38","0","274","Central Woodside","4","2","6","San Mateo","65","","$24,800,000","07/19/2016","121,968","ML81596027","072-221-030","Woodside","1,929.82","09/21/2016","$22,000,000","11,400","Sold","231 Winding Way","2016","94062","R1003A"
"$ 159.32","67","449","Country Club Manor","5","2","6","San Mateo","11","","$13,800,000","08/15/2016","79,715","ML81599956","028-101-030","Hillsborough","1,577.64","08/26/2016","$12,700,000","8,050","Sold","711 Eucalyptus Avenue","1949","94010","R10025"
"$ 247.88","12","221","Los Altos Hills","6","1","5","Santa Clara","149","","$11,888,000","07/28/2016","47,960","ML81597326","175-21-092","Los Altos Hills","1,138.48","","","10,442","Canceled","26140 Rancho Manuella Lane","2004","94022","RA"
"$ 22.62","11","1","Morgan Hill / Gilroy / San Martin","6","0","5","Santa Clara","156","","$10,889,888","07/26/2016","481,338","ML81597086","728-24-011","Morgan Hill","1,453.92","","","7,490","Expired","2215 Liberata Drive","2005","95037","AW"
"$ 163.98","12","17","Saratoga","5","2","5","Santa Clara","109","","$11,888,000","07/25/2016","64,033","ML81596837","510-26-082","Saratoga","1,088.31","11/10/2016","$10,500,000","9,648","Sold","15600 GLEN UNA Drive","2004","95070","RHS-D"
"$ 145.31","112","441","Brewer Subdivision/Upland","7","1","7","San Mateo","102","","$8,988,000","07/22/2016","61,855","ML81596686","032-400-360","Hillsborough","786.70","","","11,425","Expired","1 Homs Court","1904","94010","R10000"
"$ 243.82","24","450","Skyfarm","6","2","6","San Mateo","38","","$7,988,000","07/21/2016","32,761","ML81596480","028-473-040","Hillsborough","1,021.35","08/28/2016","$7,988,000","7,821","Sold","38 Lemon Court","1992","94010","R10000"
"$ 8.54","21","23","Los Gatos Mountains","8","3","7","Santa Clara","128","","$7,600,000","08/15/2016","889,931","ML81600009","544-55-006","Los Gatos","767.21","","","9,906","Canceled","19475 Black Road","1995","95033","HS"
"$ 27.55","10","16","Los Gatos/Monte Sereno","7","1","6","Santa Clara","250","","$7,500,000","08/12/2016","272,250","ML81599747","537-23-062","Los Gatos","909.20","","","8,249","Expired","285 Wooded View Drive","2006","95032","HR11"
"$ 163.47","62","291","El Camino to Alameda","5","0","5","San Mateo","71","","$7,250,000","08/15/2016","43,434","ML81599995","070-040-250","Atherton","2,028.57","10/22/2016","$7,100,000","3,500","Sold","93 Coghlan Lane","1954","94027","R1001A"
"$ 154.30","16","293","Lindenwood Area","3","1","4","San Mateo","165","","$7,100,000","08/08/2016","43,259","ML81598901","061-122-040","Atherton","1,520.50","01/17/2017","$6,675,000","4,390","Sold","53 Magnolia Drive","2000","94027","R1001A"
"$ 172.11","98","441","Brewer Subdivision/Upland","6","0","8","San Mateo","188","","$6,200,000","07/18/2016","36,024","ML81595710","031-213-100","Hillsborough","1,409.09","","","4,400","Canceled","525 El Cerrito Avenue","1918","94010","R10025"
"$ 45.72","41","274","Central Woodside","4","0","4","San Mateo","96","","$6,475,000","08/12/2016","131,778","ML81599719","072-130-380","Woodside","1,349.38","11/16/2016","$6,025,000","4,465","Sold","245 Olive Hill Lane","1975","94062","R1003A"
"$ 140.12","45","17","Saratoga","3","2","4","Santa Clara","63","","$6,580,000","07/20/2016","42,750","ML81596218","517-18-022","Saratoga","1,118.16","09/22/2016","$5,990,000","5,357","Sold","15055 Montalvo Road","1971","95070","R140"
"$ 369.88","0","211","North Los Altos","4","1","6","Santa Clara","130","","$6,295,000","08/08/2016","15,951","ML81598935","170-20-054","Los Altos","1,104.46","12/15/2016","$5,900,000","5,342","Sold","663 Jay Street","2016","94022","01"
"$ 43.40","89","17","Saratoga","3","0","4","Santa Clara","141","","$5,899,000","07/28/2016","135,907","ML81597469","503-72-033","Saratoga","1,277.95","","","4,616","Canceled","14754 Pierce Road","1927","95070","HCRD"
"$ 261.66","46","452","Hillsborough Oaks Etc.","6","1","5","San Mateo","0","","$5,700,000","08/09/2016","21,784","ML81599580","027-330-390","Hillsborough","1,177.69","08/09/2016","$5,700,000","4,840","Sold","35 Sheldon Way","1970","94010","R10025"
"$ 25.24","32","273","Skyline Area","4","1","5","San Mateo","140","","$5,498,000","07/22/2016","217,800","ML81596602","075-321-160","Woodside","753.15","","","7,300","Canceled","22 Starwood Drive","1984","94062","RM0000"
"$ 77.32","86","292","Middlefield to El Camino Atherton","5","1","7","San Mateo","73","","$5,288,000","07/26/2016","68,389","ML81597006","060-244-080","Atherton","834.99","","","6,333","Canceled","102 Fair Oaks Lane","1930","94027","R1001A"
"$ 324.24","0","221","Los Altos Hills","5","2","5","Santa Clara","11","","$5,498,000","08/15/2016","16,238","ML81600097","175-26-043","Los Altos Hills","1,214.81","08/25/2016","$5,265,000","4,334","Sold","25608 Deerfield Drive","2016","94022","R1"
"$ 72.39","68","291","El Camino to Alameda","1","1","2","San Mateo","130","","$5,895,000","07/30/2016","72,523","ML81597709","059-153-090","Atherton","3,143.71","12/07/2016","$5,250,000","1,670","Sold","28 Selby Lane","1948","94027","R1"
"$ 69.34","8","221","Los Altos Hills","6","1","5","Santa Clara","139","","$5,195,000","08/15/2016","74,923","ML81600110","182-25-017","Los Altos Hills","894.61","","","5,807","Expired","26181 Moody Road","2008","94022","R1"
"$ 610.41","98","241","Professorville","3","1","3","Santa Clara","116","","$5,750,000","08/11/2016","8,437","ML81599466","12007078","Palo Alto","1,671.54","12/04/2016","$5,150,000","3,081","Sold","1320 Webster Street","1918","94301","R1"
"$ 196.15","7","16","Los Gatos/Monte Sereno","5","1","5","Santa Clara","11","","$5,195,000","08/05/2016","26,000","ML81598629","409-30-017","Los Gatos","1,084.88","08/16/2016","$5,100,000","4,701","Sold","14643 Eastview Drive","2009","95032","R112"
"$ 511.41","66","240","Community Center","4","0","4","Santa Clara","17","","$4,788,000","08/02/2016","9,718","ML81598035","003-36-040","Palo Alto","1,260.78","08/19/2016","$4,970,000","3,942","Sold","1430 Greenwood Avenue","1950","94301","R1"
"$ 110.23","59","221","Los Altos Hills","3","1","5","Santa Clara","20","","$4,950,000","08/04/2016","43,560","ML81598461","175-24-002","Los Altos Hills","1,165.13","08/24/2016","$4,801,500","4,121","Sold","13725 Robleda Road","1957","94022","R1"
"$ 53.95","53","446","Carolands Etc.","4","0","4","San Mateo","54","","$4,880,000","07/28/2016","87,120","ML81597363","030-082-170","Hillsborough","1,292.63","09/20/2016","$4,700,000","3,636","Sold","210 Robin Road","1963","94010","R1"
"$ 54.98","8","16","Los Gatos/Monte Sereno","3","2","4","Santa Clara","148","","$4,598,000","07/19/2016","83,635","ML81595940","510-31-078","Monte Sereno","913.21","","","5,035","Canceled","16330 Greenwood Lane","2008","95030","R44"
"$ 284.81","14","27","Alameda County","7","0","7","Alameda","52","","$4,500,000","08/11/2016","15,800","ML81599555","513-0731-029","Fremont","642.86","","","7,000","Canceled","44849 Vista Del Sol","2002","94539","r"
"$ 112.09","42","17","Saratoga","5","1","5","Santa Clara","106","","$4,488,000","07/17/2016","40,040","ML81595671","397-36-014","Saratoga","837.16","","","5,361","Canceled","19305 Zinfandel Court","1974","95070","R1"
"$ 21.97","24","18","Cupertino","5","1","5","Santa Clara","215","120","$4,450,000","08/10/2016","202,554","ML81599435","351-42-003","Cupertino","739.57","","","6,017","Active","13212 Peacock Court","1992","95014","HS-D1"
"$ 368.71","5","301","Sharon Heights / Stanford Hills","4","1","5","San Mateo","8","","$4,249,000","08/06/2016","11,391","ML81598832","074-120-410","Menlo Park","871.01","08/13/2016","$4,200,000","4,822","Sold","120 Royal Oaks Court","2011","94025","r1"
"$ 93.45","51","221","Los Altos Hills","3","1","4","Santa Clara","221","","$4,198,000","08/04/2016","44,923","ML81598473","175-53-033","Los Altos Hills","1,104.74","","","3,800","Active","26450 Ascension Drive","1965","94022","R1"
"$ 835.88","13","237","Old Palo Alto","4","0","6","Santa Clara","50","","$4,250,000","07/27/2016","5,001","ML81597258","124-18-012","Palo Alto","1,238.89","09/14/2016","$4,180,000","3,374","Sold","184 Tennyson Avenue","2003","94301","R1"
"$ 240.16","25","303","Central Menlo","5","0","4","San Mateo","97","","$4,199,000","08/05/2016","17,280","ML81598720","071-012-440","Menlo Park","992.82","11/10/2016","$4,150,000","4,180","Sold","1812 SANTA CRUZ Avenue","1991","94025","R10000"
"$ 89.49","8","17","Saratoga","4","3","6","Santa Clara","26","","$3,998,000","08/04/2016","45,259","ML81598569","397-02-031","Saratoga","629.57","08/29/2016","$4,050,000","6,433","Sold","18610 Marshall Lane","2008","95070","R140"
"$ 482.63","0","212","Country Club","4","1","5","Santa Clara","41","","$4,000,000","07/21/2016","8,288","ML81596490","331-11-006","Los Altos","958.77","","","4,172","Canceled","903 Loyola Drive","2016","94024","R1E-2"
"$ 95.26","42","221","Los Altos Hills","3","2","4","Santa Clara","0","","$4,000,000","08/04/2016","41,992","ML81598636","182-48-032","Los Altos Hills","952.38","08/04/2016","$4,000,000","4,200","Sold","27330 Deer Springs Way","1974","94022","RA"
"$ 293.97","75","448","Homeplace","3","1","5","San Mateo","13","","$3,998,000","07/18/2016","13,600","ML81595689","031-014-100","Hillsborough","1,132.58","","","3,530","Canceled","419 Hillsborough Boulevard","1941","94010","R10000"
"$ 47.15","20","16","Los Gatos/Monte Sereno","3","0","5","Santa Clara","48","","$3,980,000","07/19/2016","84,420","ML81595920","510-27-051 and 510-27-052","Los Gatos","1,073.93","","","3,706","Canceled","19501 Redberry Drive","1996","95030","RHS"
"$ 496.92","0","302","County / Alameda Area","4","1","5","San Mateo","6","","$3,650,000","07/22/2016","7,949","ML81596629","074-101-270","Menlo Park","1,196.97","07/28/2016","$3,950,000","3,300","Sold","361 Vine","2016","94025","R1"
"$ 206.35","53","16","Los Gatos/Monte Sereno","3","0","4","Santa Clara","3","","$3,849,000","07/18/2016","18,900","ML81595734","532-15-017","Los Gatos","1,146.38","07/21/2016","$3,900,000","3,402","Sold","104 Twin Oaks Drive","1963","95032","R110"
"$ 173.78","49","452","Hillsborough Oaks Etc.","3","1","4","San Mateo","30","","$3,925,000","08/08/2016","22,442","ML81599022","027-340-210","Hillsborough","1,167.32","09/05/2016","$3,900,000","3,341","Sold","1245 Armsby Drive","1967","94010","R10025"
"$ 520.00","76","237","Old Palo Alto","3","0","4","Santa Clara","14","","$4,100,000","08/10/2016","7,500","ML81599297","124-18-065","Palo Alto","1,853.61","08/24/2016","$3,900,000","2,104","Sold","252 Seale Avenue","1940","94301","R1"
"$ 98.46","90","221","Los Altos Hills","4","0","3","Santa Clara","34","","$3,895,000","07/27/2016","39,104","ML81597214","331-21-010","Los Altos Hills","754.31","08/30/2016","$3,850,000","5,104","Sold","10850 W Loyola Drive","1926","94024","R1E1A"
"$ 375.98","9","214","South of El Monte","4","1","5","Santa Clara","9","","$3,898,000","07/20/2016","10,160","ML81596117","189-36-024","Los Altos","773.91","07/28/2016","$3,820,000","4,936","Sold","153 S Clark Avenue","2007","94024","R110"
