"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 26.48","37","274","Central Woodside","3","1","4","188","","$13,900,000","09/06/2016","524,898","ML81613024","072-211-870","Woodside","3,034.93","","","4,580","Active","4105 Woodside Road","1979","94062","SCP"
"$ 177.47","56","453","Ryan Tract Etc.","7","0","7","0","","$15,899,000","10/04/2016","74,096","ML81627123","028-110-220","Hillsborough","1,658.26","10/04/2016","$13,150,000","7,930","Sold","899 Sharon Avenue","1960","94010","R1"
"$ 15.27","35","272","Skywood Area","5","1","6","77","","$12,900,000","10/05/2016","844,628","ML81627309","075-051-050","Woodside","1,372.34","","","9,400","Canceled","40 Fox Hill Road","1981","94062","RM0000"
"$ 53.50","38","274","Central Woodside","3","2","4","67","","$12,900,000","10/10/2016","241,105","ML81627819","072-211-670","Woodside","2,774.19","","","4,650","Canceled","970 Mountain Home Road","1978","94062","R1003A"
"$ 112.09","92","449","Country Club Manor","6","1","3","11","","$13,500,000","09/22/2016","111,514","ML81625605","028-040-020","Hillsborough","1,765.54","10/02/2016","$12,500,000","7,080","Sold","2241 Forest View Avenue","1924","94010","R10025"
"$ 219.01","0","221","Los Altos Hills","7","2","7","52","","$11,899,000","10/19/2016","51,139","ML81629097","336-20-018","Los Altos Hills","1,435.90","12/08/2016","$11,200,000","7,800","Sold","12179 Hilltop Drive","2016","94024","RA"
"$ 390.63","3","230","Palo Alto Hills","9","2","7","46","","$10,888,000","09/22/2016","27,873","ML81625528","182-43-022","Palo Alto","1,148.77","","","9,478","Expired","3120 Alexis Drive","2013","94304","PC"
"$ 169.34","10","221","Los Altos Hills","8","0","6","166","","$9,988,000","09/28/2016","58,980","ML81626270","336-28-072","Los Altos Hills","976.44","","","10,229","Active","24801 Prospect Avenue","2006","94022","R1E4"
"$ 429.38","99","241","Professorville","4","1","6","58","","$9,890,000","09/22/2016","23,033","ML81625566","120-08-048","Palo Alto","2,341.94","","","4,223","Canceled","1492 Webster Street","1917","94301","R1"
"$ 219.71","9","290","Alameda to 280","4","1","5","46","","$10,695,000","10/02/2016","44,605","ML81626918","073-261-390","Atherton","1,180.72","11/16/2016","$9,800,000","8,300","Sold","460 Walsh Road","2007","94027","R1A"
"$ 86.07","32","221","Los Altos Hills","3","0","3","38","","$8,998,000","09/23/2016","104,544","ML81625693","182-08-023","Los Altos Hills","2,451.77","","","3,670","Expired","14300 Saddle Mountain Drive","1984","94022","RA"
"$ 142.90","30","221","Los Altos Hills","4","1","5","149","","$8,995,000","10/15/2016","62,944","ML81628616","182-23-012","Los Altos Hills","1,446.84","","","6,217","Active","27350 Julietta Lane","1986","94022","RA"
"$ 61.27","42","263","Central Portola Valley","7","1","5","88","140","$8,888,000","09/12/2016","145,054","ML81613978","077-042-020","Portola Valley","1,097.28","","","8,100","Canceled","237 Mapache Drive","1974","94028","R1002A"
"$ 50.88","93","447","Hillsborough Knolls","7","0","8","185","","$8,500,000","09/09/2016","167,053","ML81613729","031-160-020","Hillsborough","1,035.32","","","8,210","Active","1061 San Raymundo Road","1923","94010","R10000"
"$ 194.51","63","291","El Camino to Alameda","3","1","4","40","","$8,500,000","09/28/2016","43,699","ML81626370","059-311-040","Atherton","1,868.13","","","4,550","Canceled","77 Stockbridge Avenue","1953","94027","R1001A"
"$ 44.55","29","230","Palo Alto Hills","6","1","5","165","","$8,500,000","09/29/2016","190,793","ML81626496","182-54-012","Palo Alto","1,125.08","","","7,555","Active","931 Laurel Glen Drive","1987","94304","OS"
"$ 54.16","116","221","Los Altos Hills","4","0","7","147","","$8,200,000","10/17/2016","151,397","ML81628784","336-28-003","Los Altos Hills","2,728.79","","","3,005","Active","12355 Stonebrook Court","1900","94022","RA"
"$ 609.39","101","237","Old Palo Alto","2","2","5","68","","$7,998,000","09/14/2016","13,125","ML81614409","124-07-025","Palo Alto","2,259.32","","","3,540","Canceled","1550 Waverley Street","1915","94301","R1"
"$ 665.67","90","239","Crescent Park","4","1","5","40","","$7,988,000","09/14/2016","12,000","ML81614420","003-08-014","Palo Alto","1,926.68","","","4,146","Expired","1245 Hamilton Avenue","1926","94301","R1929"
"$ 197.18","7","291","El Camino to Alameda","6","1","6","98","","$7,938,000","09/23/2016","40,258","ML81625712","059-312-140","Atherton","1,200.00","","","6,615","Canceled","84 Nora Way","2009","94027","R1001A"
"$ 137.53","36","221","Los Altos Hills","6","0","7","79","","$7,788,000","09/21/2016","56,628","ML81615458","182-32-016","Los Altos Hills","1,307.59","","","5,956","Canceled","14123 Tracy Court","1980","94022","PC"
"$ 645.79","4","303","Central Menlo","5","2","5","23","","$7,950,000","09/19/2016","12,001","ML81615030","071-122-030","Menlo Park","1,270.49","10/12/2016","$7,750,000","6,100","Sold","1806 Doris Drive","2012","94025","R10010"
"$ 196.03","63","441","Brewer Subdivision/Upland","7","0","8","93","","$7,685,000","09/17/2016","39,204","ML81614949","032-422-060","Hillsborough","983.37","","","7,815","Canceled","111 Baywood Avenue","1953","94010","R10025"
"$ 119.98","39","291","El Camino to Alameda","2","1","3","81","","$7,900,000","10/31/2016","60,426","ML81630347","070-032-360","Atherton","1,432.24","01/17/2017","$7,250,000","5,062","Sold","58 Mulberry Lane","1977","94027","R1001A"
"$ 146.84","11","274","Central Woodside","4","1","5","39","","$7,998,000","09/12/2016","48,352","ML81613990","073-050-400","Woodside","1,075.76","10/20/2016","$7,100,000","6,600","Sold","25 Neuman Lane","2005","94062","R1001A"
"$ 96.06","19","221","Los Altos Hills","6","2","6","83","","$6,988,000","09/14/2016","72,745","ML81614455","351-37-017","Los Altos Hills","1,078.40","","","6,480","Expired","12008 Adobe Creek Lodge Road","1997","94022","RA"
"$ 693.25","0","303","Central Menlo","5","1","5","91","","$6,988,000","09/21/2016","10,080","ML81615392","071-214-120","Menlo Park","1,174.85","","","5,948","Canceled","1020 Hermosa Way","2016","94025","R-1"
"$ 60.70","2","551","Bean Hollow area","3","1","4","18","","$6,875,000","10/02/2016","113,256","ML81626903","086-211-140","Pescadero","1,543.21","10/19/2016","$6,875,000","4,455","Sold","10721 Cabrillo Highway","2014","94060","r1"
"$ 96.27","8","16","Los Gatos/Monte Sereno","6","1","5","123","","$6,500,000","10/11/2016","67,518","ML81627989","410-36-004","Monte Sereno","1,220.20","","","5,327","Canceled","18531 Oak Drive","2008","95030","R144"
"$ 24.12","34","271","Old La Honda Road Area","3","0","4","53","","$6,399,000","10/24/2016","265,324","ML81629655","075-283-060","Woodside","1,420.42","","","4,505","Canceled","133 Old La Honda Road","1982","94062","R10000"
"$ 1.84","64","554","Pescadero","2","0","3","177","","$6,200,000","09/17/2016","3,360,654","ML81614937","087-110-030","Pescadero","2,137.93","","","2,900","Active","4931 Pescadero Creek Road","1952","94060","RM0000"
"$ 240.99","81","291","El Camino to Alameda","3","1","4","61","","$6,800,000","09/09/2016","25,313","ML81613788","070-230-100","Atherton","1,955.13","11/08/2016","$6,100,000","3,120","Sold","40 Isabella Avenue","1935","94027","R1001A"
"$ 435.97","0","234","Midtown","8","0","7","40","","$5,999,000","09/19/2016","13,760","ML81615036","132-16-097","Palo Alto","1,243.06","","","4,826","Canceled","3338 Kipling Street","2016","94306","R1"
"$ 111.24","116","290","Alameda to 280","4","1","5","86","","$5,995,000","09/12/2016","53,892","ML81614009","073-202-960","Atherton","1,199.00","","","5,000","Expired","399 Atherton Avenue","1900","94027","r1"
"$ 152.92","104","292","Middlefield to El Camino Atherton","3","1","4","72","","$5,995,000","10/03/2016","39,204","ML81626940","061-340-170","Atherton","945.14","","","6,343","Canceled","4 Surrey Lane","1912","94027","R1001A"
"$ 96.63","0","16","Los Gatos/Monte Sereno","5","1","5","53","","$5,875,000","09/12/2016","60,797","ML81614096","410-21-016","Monte Sereno","1,044.44","","","5,625","Withdrawn","15890 Viewfield Road","2016","95030","R144"
"$ 90.33","91","291","El Camino to Alameda","2","1","4","50","","$5,780,000","09/29/2016","63,990","ML81626591","070-162-070","Atherton","2,164.79","","","2,670","Expired","282 Camino Al Lago","1925","94027","R1001A"
"$ 138.27","0","221","Los Altos Hills","5","2","5","165","","$5,675,000","09/29/2016","41,042","ML81626459","182-39-010","Los Altos Hills","1,080.95","","","5,250","Active","13686 Page Mill Road","2016","94022","RA"
"$ 141.50","32","17","Saratoga","5","1","5","38","","$5,950,000","09/20/2016","40,001","ML81615218","517-18-049","Saratoga","1,111.98","10/28/2016","$5,660,000","5,090","Sold","20460 Montalvo Heights Drive","1984","95070","R140"
"$ 140.87","61","293","Lindenwood Area","2","3","6","9","","$5,500,000","09/12/2016","39,220","ML81613998","061-220-090","Atherton","1,469.41","09/21/2016","$5,525,000","3,760","Sold","51 Toyon Road","1955","94027","R1001A"
"$ 9.22","63","18","Cupertino","1","0","1","160","","$5,500,000","10/04/2016","596,336","ML81627172","366-46-004","Cupertino","8,814.10","","","624","Active","22045 Regnart Road","1953","95014","A143"
"$ 314.13","0","211","North Los Altos","5","1","5","11","","$5,495,000","09/08/2016","17,493","ML81613389","167-34-001","Los Altos","1,346.15","","","4,082","Canceled","349 Blue Oak Lane","2016","94022","R1E-1"
"$ 135.36","86","293","Lindenwood Area","4","1","4","4","","$5,495,000","10/31/2016","40,596","ML81630344","061-220-080","Atherton","1,269.05","11/04/2016","$5,495,000","4,330","Sold","1 Toyon Road","1930","94027","R1001A"
"$ 120.70","0","17","Saratoga","5","1","6","23","","$5,499,888","09/26/2016","44,475","ML81626006","397-10-001","Saratoga","1,032.31","10/16/2016","$5,368,000","5,200","Sold","15335 Via Colina","2016","95070","R140"
"$ 107.82","41","290","Alameda to 280","3","1","5","187","","$5,348,000","09/07/2016","49,602","ML81613314","073-261-210","Atherton","1,568.33","","","3,410","Expired","9 Valley Road","1975","94027","R1001A"
"$ 199.67","115","439","San Mateo Park / El Cerrito Park","7","1","9","71","","$5,295,000","09/23/2016","26,519","ML81625740","032-091-120","San Mateo","756.43","","","7,000","Expired","146 W Bellevue Avenue","1901","94402","R1000A"
"$ 260.68","63","238","Green Gables","4","1","4","0","","$5,998,000","09/08/2016","20,140","ML81613537","003-12-010","Palo Alto","1,588.50","09/08/2016","$5,250,000","3,305","Sold","1525 Edgewood Drive","1953","94303","R1929"
"$ 59.66","52","446","Carolands Etc.","4","1","4","12","","$5,800,000","09/08/2016","87,164","ML81613409","030-083-080","Hillsborough","931.90","09/20/2016","$5,200,000","5,580","Sold","460 Pullman Road","1964","94010","R1002A"
"$ 577.18","0","234","Midtown","5","0","5","7","","$4,688,000","10/20/2016","8,836","ML81627778","132-02-009","Palo Alto","1,500.00","10/27/2016","$5,100,000","3,400","Sold","2516 Webster Street","2016","94301","R1"
"$ 671.02","0","237","Old Palo Alto","4","1","6","78","","$5,688,000","09/28/2016","7,500","ML81626367","124-18-041","Palo Alto","1,073.97","12/13/2016","$5,032,624","4,686","Sold","151 Seale Avenue","2016","94301","R1"
"$ 56.77","65","17","Saratoga","2","1","3","96","","$4,995,000","09/09/2016","87,991","ML81613743","517-18-012","Saratoga","1,350.00","","","3,700","Canceled","20560 Montalvo Lane","1951","95070","R-140"
"$ 84.32","0","656","Fairway Park","4","1","5","348","300","$4,995,000","09/15/2016","59,242","ML81614546","022-150-480","Pacifica","1,161.63","","","4,300","Active","400 HARMONY WAY Avenue","2016","94044","RES"
"$ 60.67","0","651","Linda Mar","4","1","5","348","300","$4,995,000","09/15/2016","82,328","ML81614558","022-150-530","Pacifica","1,209.74","","","4,129","Active","900 HARMONY Court","2016","94044","RES"
"$ 500.30","120","239","Crescent Park","3","1","5","151","","$4,995,000","10/13/2016","9,984","ML81628291","003-19-076","Palo Alto","1,248.75","","","4,000","Active","1023 Forest Avenue","1896","94301","R-1"
"$ 198.88","39","449","Country Club Manor","4","1","9","42","","$5,275,000","09/23/2016","24,764","ML81625799","028-101-090","Hillsborough","729.63","11/02/2016","$4,925,000","6,750","Sold","2115 Redington Road","1977","94010","R10025"
"$ 362.96","0","212","Country Club","4","1","5","52","0","$5,200,000","10/14/2016","13,500","ML81628487","331-11-102","Los Altos","1,279.04","12/05/2016","$4,900,000","3,831","Sold","1636 Crestview Drive","2016","94024","R1E-2"
"$ 98.61","24","16","Los Gatos/Monte Sereno","5","1","5","113","","$4,897,000","09/12/2016","49,658","ML81613999","537-30-006","Los Gatos","720.46","","","6,797","Canceled","15995 Cerro Vista Drive","1992","95032","HR"
"$ 87.79","0","651","Linda Mar","4","1","5","348","300","$4,895,000","09/15/2016","55,756","ML81614549","022-150-490","Pacifica","1,138.37","","","4,300","Active","500 HARMONY Way","2016","94044","RES"
"$ 86.44","0","656","Fairway Park","4","1","5","348","300","$4,895,000","09/15/2016","56,628","ML81614553","022-150-510","Pacifica","1,138.37","","","4,300","Active","700 HARMONY Way","2016","94044","RES"
"$ 83.86","0","651","Linda Mar","4","1","5","217","300","$4,895,000","09/15/2016","58,370","ML81614559","022-150-540","Pacifica","1,138.37","","","4,300","Canceled","1000 HARMONY COURT","2016","94044","RES"
"$ 89.19","0","656","Fairway Park","4","1","5","216","300","$4,895,000","09/15/2016","54,886","ML81614561","022-150-460","Pacifica","1,138.37","","","4,300","Canceled","200 HARMONY Way","2016","94044","RES"
"$ 338.87","15","302","County / Alameda Area","4","1","5","139","","$4,880,000","10/11/2016","14,401","ML81628022","070-302-030","Menlo Park","941.90","","","5,181","Canceled","1865 Camino De Los Robles","2001","94025","R10010"
"$ 146.90","27","444","Tobin Clark Estate / Polo Terrace","6","0","6","25","","$4,880,000","10/13/2016","33,001","ML81628298","038-312-070","Hillsborough","763.46","11/07/2016","$4,848,000","6,350","Sold","975 Tournament Drive","1989","94010","R10000"
"$ 110.19","12","17","Saratoga","3","3","5","30","","$4,800,000","09/06/2016","43,560","ML81612918","397-17-014","Saratoga","816.05","","","5,882","Canceled","19571 FARWELL Avenue","2004","95070","R140"
"$ 592.59","0","304","Allied Arts / Downtown","5","1","5","63","","$4,995,000","09/08/2016","8,100","ML81613367","071-433-060","Menlo Park","942.47","11/15/2016","$4,800,000","5,093","Sold","715 Cambridge Avenue","2016","94025","R2"
"$ 122.63","88","16","Los Gatos/Monte Sereno","4","0","5","6","","$4,795,000","09/13/2016","39,100","ML81614257","510-41-040","Los Gatos","1,012.46","09/19/2016","$4,795,000","4,736","Sold","45 Wadsworth Avenue","1928","95030","REBD"
"$ 92.50","0","651","Linda Mar","4","1","5","348","300","$4,795,000","09/15/2016","51,836","ML81614548","022-150-450","Pacifica","1,115.12","","","4,300","Active","100 HARMONY Way","2016","94044","RES"
"$ 89.19","91","265","Santa Maria / Russell Area","3","1","5","40","","$4,775,000","10/15/2016","53,535","ML81628622","076-211-560","Portola Valley","1,326.39","","","3,600","Canceled","1077 Portola Road","1925","94028","R10000"
"$ 59.79","62","16","Los Gatos/Monte Sereno","4","1","5","46","","$4,888,888","09/16/2016","79,279","ML81614858","537-21-014","Los Gatos","1,031.78","01/17/2017","$4,740,000","4,594","Sold","235 Forrester Road","1954","95032","HR"
"$ 427.27","98","239","Crescent Park","3","1","4","22","","$4,698,000","09/06/2016","11,000","ML81612925","003-03-034","Palo Alto","1,342.86","09/28/2016","$4,700,000","3,500","Sold","833 Hamilton Avenue","1918","94301","R1"
"$ 170.29","45","448","Homeplace","4","1","4","8","","$4,990,000","09/15/2016","27,600","ML81614587","031-364-120","Hillsborough","905.76","09/23/2016","$4,700,000","5,189","Sold","1030 Barroilhet Drive","1971","94010","R10000"
"$ 92.92","0","651","Linda Mar","4","1","5","348","300","$4,695,000","09/15/2016","50,529","ML81614547","022-150-500","Pacifica","1,091.86","","","4,300","Active","600 HARMONY Way","2016","94044","RES"
"$ 106.26","55","221","Los Altos Hills","5","3","5","45","","$4,998,000","10/25/2016","43,996","ML81629766","175-42-021","Los Altos Hills","1,026.12","12/07/2016","$4,675,000","4,556","Sold","13482 La Cresta Drive","1961","94022","R1"
"$ 505.87","31","237","Old Palo Alto","3","1","4","8","","$3,898,000","10/05/2016","9,202","ML81627315","124-14-057","Palo Alto","1,734.35","10/12/2016","$4,655,000","2,684","Sold","2250 Ramona Street","1985","94301","R1"
"$ 346.92","1","471","Burlingame Hills / Skyline Terrace","4","2","4","14","","$4,588,000","09/16/2016","13,225","ML81614922","027-052-190","Burlingame","941.13","09/30/2016","$4,588,000","4,875","Sold","118 Los Montes Drive","2015","94010","R10006"
"$ 84.01","19","351","Beverly Terrace Etc.","3","0","5","9","","$4,500,000","09/10/2016","53,566","ML81613878","049-400-440","San Carlos","900.00","","","5,000","Expired","750 Crestview Drive","1997","94070","P10000"
"$ 205.69","55","447","Hillsborough Knolls","3","1","6","11","","$4,298,000","09/08/2016","21,780","ML81613398","031-110-110","Hillsborough","1,074.34","09/19/2016","$4,480,000","4,170","Sold","10 Victor Park Lane","1961","94010","R10025"
"$ 577.00","0","238","Green Gables","3","1","4","116","","$4,470,000","09/15/2016","7,747","ML81614543","003-17-063","Palo Alto","1,454.13","","","3,074","Canceled","2073 Edgewood Drive","2016","94303","R1"
"$ 89.39","37","221","Los Altos Hills","4","1","5","32","","$4,495,000","09/12/2016","49,223","ML81614069","182-16-051","Los Altos Hills","911.35","10/14/2016","$4,400,000","4,828","Sold","25840 Vinedo Lane","1979","94022","RA"
"$ 193.33","22","445","Lakeview","4","1","4","91","","$4,750,000","09/28/2016","22,603","ML81626428","038-382-010","Hillsborough","904.76","12/30/2016","$4,370,000","4,830","Sold","48 Southdown Court","1994","94010","R10000"
"$ 65.79","38","446","Carolands Etc.","4","2","5","159","","$4,299,000","10/05/2016","65,340","ML81627378","030-094-040","Hillsborough","859.80","","","5,000","Active","1330 Hayne Road","1978","94010","R1002A"
"$ 59.13","63","221","Los Altos Hills","2","2","3","9","","$2,988,000","09/14/2016","71,874","ML81614371","336-37-022","Los Altos Hills","1,560.21","09/21/2016","$4,250,000","2,724","Sold","23500 Camino Hermoso Drive","1953","94024","RA"
"$ 358.31","7","301","Sharon Heights / Stanford Hills","4","1","5","73","","$4,600,000","09/16/2016","11,861","ML81614909","074-120-400","Menlo Park","878.64","11/28/2016","$4,250,000","4,837","Sold","110 Royal Oaks Court","2009","94025","R100"
"$ 194.58","58","449","Country Club Manor","3","1","5","18","","$4,188,000","10/10/2016","21,842","ML81627837","028-202-070","Hillsborough","1,289.44","10/27/2016","$4,250,000","3,296","Sold","475 Pepper Avenue","1958","94010","R-10025"
"$ 61.08","28","221","Los Altos Hills","7","1","7","53","","$4,300,000","09/08/2016","69,173","ML81613394","182-08-026","Los Altos Hills","653.22","10/31/2016","$4,225,000","6,468","Sold","14293 Saddle Mountain Drive","1988","94022","RA"
"$ 192.84","25","212","Country Club","4","1","5","73","","$4,488,000","09/06/2016","21,780","ML81612974","331-09-061","Los Altos","904.78","11/18/2016","$4,200,000","4,642","Sold","1380 Villa Drive","1991","94024","R1E-2"
"$ 78.39","17","221","Los Altos Hills","3","2","4","43","","$4,200,000","09/06/2016","53,578","ML81613068","175-43-042","Los Altos Hills","771.92","","","5,441","Expired","27589 Samuel Lane","1999","94022","R1"
"$ 116.82","44","16","Los Gatos/Monte Sereno","3","1","4","111","","$4,188,000","10/18/2016","35,850","ML81628065","532-40-030","Los Gatos","892.96","","","4,690","Withdrawn","104 Teresita Way","1972","95032","HR"
"$ 150.09","17","18","Cupertino","4","0","5","14","","$4,149,000","09/28/2016","27,643","ML81626288","342-58-006","Cupertino","810.35","10/10/2016","$4,149,000","5,120","Sold","22239 Hammond Way","1999","95014","R1"
"$ 410.83","67","238","Green Gables","2","0","3","9","","$3,788,000","09/28/2016","10,050","ML81626312","003-57-007","Palo Alto","2,151.54","10/06/2016","$4,128,800","1,919","Sold","858 Northampton Drive","1949","94303","R1"
"$ 405.88","7","303","Central Menlo","3","2","4","15","","$4,150,000","09/08/2016","10,102","ML81613531","071-031-170","Menlo Park","1,289.31","09/21/2016","$4,100,000","3,180","Sold","11 Hesketh Drive","2009","94025","R10010"
"$ 85.82","52","221","Los Altos Hills","3","1","5","56","","$4,395,000","09/06/2016","46,609","ML81613098","175-25-029","Los Altos Hills","1,126.13","10/31/2016","$4,000,000","3,552","Sold","26786 Robleda Court","1964","94022","R1"
"$ 91.83","12","17","Saratoga","3","3","4","44","","$4,800,000","10/06/2016","43,560","ML81627495","397-17-014","Saratoga","843.88","10/25/2016","$4,000,000","4,740","Sold","19571 FARWELL Avenue","2004","95070","R140"
"$ 499.88","92","241","Professorville","2","1","4","26","","$4,000,000","10/26/2016","8,002","ML81629866","120-30-016","Palo Alto","1,384.08","","","2,890","Canceled","1127 High Street","1924","94301","R1"
"$ 87.45","56","17","Saratoga","4","1","5","120","","$3,999,999","09/16/2016","45,738","ML81614886","503-16-014","Saratoga","811.36","","","4,930","Canceled","13570 Surrey Lane","1960","95070","R140"
"$ 41.54","9","23","Los Gatos Mountains","4","1","6","136","","$3,999,000","09/05/2016","96,268","ML81612876","544-17-010","Los Gatos","528.90","","","7,561","Expired","20545 Beggs Road","2007","95033","HS-SR"
"$ 115.65","30","450","Skyfarm","3","1","4","144","","$3,999,000","10/20/2016","34,578","ML81629123","028-443-020","Hillsborough","952.14","","","4,200","Active","56 Eugenia Way","1986","94010","R10000"
"$ 288.44","4","214","South of El Monte","4","0","5","66","","$3,998,000","09/14/2016","13,861","ML81614397","189-54-052","Los Altos","1,228.64","","","3,254","Canceled","62 S Clark Avenue","2012","94024","R110"
"$ 4.42","33","252","Alpine Road West","6","1","6","75","","$3,998,000","09/25/2016","903,870","ML81625968","080-370-200","La Honda","643.59","","","6,212","Canceled","300 Rancho De La Bana","1983","94020","RM0000"
"$ 165.36","14","15","Campbell","4","1","6","47","","$3,995,000","10/21/2016","24,159","ML81629481","412-26-009","San Jose","684.66","","","5,835","Canceled","921 Dry Creek Road","2002","95124","R18A"
"$ 178.07","55","445","Lakeview","5","0","6","165","","$3,980,000","09/08/2016","22,351","ML81613364","038-031-080","Hillsborough","800.48","02/22/2017","","4,972","Pending","1505 Black Mountain Road","1961","94010","R10025"
"$ 76.20","27","445","Lakeview","3","1","4","57","","$3,950,000","09/26/2016","51,836","ML81625993","038-273-100","Hillsborough","893.67","","","4,420","Expired","1020 Lakeview Drive","1989","94010","R10000"
"$ 269.93","11","15","Campbell","5","1","5","9","","$3,880,000","10/10/2016","14,374","ML81627855","403-16-107","Campbell","858.98","","","4,517","Canceled","1400 Abbott Avenue","2005","95008","R1-10"
"$ 464.93","51","302","County / Alameda Area","3","1","4","13","","$3,850,000","09/09/2016","8,281","ML81613654","074-031-180","Menlo Park","1,175.57","09/21/2016","$3,850,000","3,275","Sold","3130 Barney Avenue","1965","94025","R10006"
"$ 85.74","29","16","Los Gatos/Monte Sereno","3","1","4","99","","$3,850,000","10/04/2016","44,902","ML81627090","410-43-011","Monte Sereno","793.81","","","4,850","Expired","18218 Gregory Place","1987","95030","R144"
"$ 172.48","71","211","North Los Altos","2","0","3","43","","$3,898,000","09/30/2016","22,176","ML81626753","170-27-038","Los Altos","1,649.42","11/11/2016","$3,825,000","2,319","Sold","210 Marvin Avenue","1945","94022","R1"
"$ 217.17","15","214","South of El Monte","3","1","5","61","","$3,788,000","09/14/2016","17,498","ML81614406","189-29-002","Los Altos","1,031.77","12/05/2016","$3,800,000","3,683","Sold","714 Arroyo Road","2001","94024","R110"
"$ 279.42","75","448","Homeplace","3","1","5","0","","$3,998,000","10/07/2016","13,599","ML81627616","031-014-100","Hillsborough","1,076.49","10/07/2016","$3,800,000","3,530","Sold","419 Hillsborough Boulevard","1941","94010","R10000"
"$ 71.07","29","16","Los Gatos/Monte Sereno","4","1","5","127","","$3,799,000","09/05/2016","53,457","ML81612866","527-06-014","Los Gatos","814.36","","","4,665","Canceled","101 Angel Court","1987","95032","HR"
"$ 357.40","4","302","County / Alameda Area","4","1","4","110","","$3,980,000","10/03/2016","10,576","ML81626944","070-270-430","Menlo Park","1,002.65","01/18/2017","$3,780,000","3,770","Sold","24 San Juan Avenue","2012","94025","R1"
"$ 138.90","39","16","Los Gatos/Monte Sereno","4","1","5","123","","$3,750,000","09/06/2016","26,998","ML81612954","510-50-0009","Monte Sereno","756.81","","","4,955","Canceled","16178 Greenwood Road","1977","95030","R44"
"$ 86.68","64","232","Barron Park","3","0","4","45","","$3,750,000","10/26/2016","43,262","ML81629845","137-16-005","Palo Alto","1,590.33","","","2,358","Expired","950 Matadero Avenue","1952","94306","RIEAC"
"$ 310.27","0","17","Saratoga","3","1","5","10","","$3,588,000","10/11/2016","11,925","ML81627998","393-33-055","Saratoga","1,194.32","10/18/2016","$3,700,000","3,098","Sold","20439 Thelma Avenue","2016","95070","R110"
"$ 119.21","66","291","El Camino to Alameda","3","0","3","56","","$3,698,000","09/05/2016","31,020","ML81612870","070-371-060","Atherton","1,736.15","10/28/2016","$3,698,000","2,130","Sold","85 Leon Way","1950","94027","R1001A"
"$ 511.11","0","233","South Palo Alto","3","0","4","34","","$3,680,000","09/22/2016","7,200","ML81625527","127-08-072","Palo Alto","1,265.04","","","2,909","Canceled","3239 Maddux Drive","2016","94303","R1"
