"$/Lot SqFt","Age","Area #","Area Name","Baths Full","Baths Half","Beds Total","County","DOM","HOA Fee","List Price","Listing Date","Lot Size","MLS Number","Parcel Number","Postal City","Price/SqFt","Sale Date","Sale Price","Sq Ft Total","Status","Street Address","Year Built","Zip Code","Zoning"
"$ 495.50","0","291","El Camino to Alameda","8","1","6","San Mateo","54","","$21,800,000","06/06/2016","43,996","ML81589107","070-202-010","Atherton","1,496.43","08/01/2016","$21,800,000","14,568","Sold","59 Barry Lane","2016","94027","R1001A"
"$ 327.20","14","290","Alameda to 280","9","2","7","San Mateo","157","","$16,995,000","05/16/2016","51,941","ML81585690","073-202-020","Atherton","1,333.99","","","12,740","Canceled","1 Ridge View Drive","2002","94027","R1001A"
"$ 80.30","61","274","Central Woodside","5","1","4","San Mateo","16","","$14,000,000","05/23/2016","171,234","ML81586957","072-191-370","Woodside","2,300.10","06/08/2016","$13,750,000","5,978","Sold","255 Mountain Wood Lane","1955","94062","R1003A"
"$ 118.78","0","221","Los Altos Hills","7","2","6","Santa Clara","11","","$10,895,000","06/01/2016","91,726","ML81588361","182-06-053","Los Altos Hills","1,329.14","06/11/2016","$10,895,000","8,197","Sold","26400 Purissima Road","2016","94022","RA"
"$ 247.15","2","290","Alameda to 280","5","1","4","San Mateo","120","","$10,888,000","06/06/2016","44,055","ML81589082","070-031-040","Atherton","1,526.85","","","7,131","Canceled","333 Fletcher Drive","2014","94027","R1001A"
"$ 566.63","109","239","Crescent Park","3","1","5","Santa Clara","111","","$10,800,000","05/31/2016","19,060","ML81588203","003-20-009","Palo Alto","1,645.09","","","6,565","Canceled","1300 Hamilton Avenue","1907","94301","R1"
"$ 67.18","0","16","Los Gatos/Monte Sereno","7","2","7","Santa Clara","140","","$8,398,000","05/20/2016","125,004","ML81586716","527-09-006","Los Gatos","1,049.75","","","8,000","Canceled","15680 Gum Tree Lane","2016","95032","HR"
"$ 553.26","93","239","Crescent Park","4","2","5","Santa Clara","0","","$8,300,000","05/23/2016","15,002","ML81587044","003-03-036","Palo Alto","1,572.57","05/23/2016","$8,300,000","5,278","Sold","811 Hamilton Avenue","1923","94301","R1"
"$ 148.57","1","221","Los Altos Hills","7","2","6","Santa Clara","173","","$7,998,000","06/08/2016","53,832","ML81589562","182-47-004","Los Altos Hills","1,061.02","","","7,538","Expired","26991 Taaffe Road","2015","94022","RA"
"$ 526.53","90","239","Crescent Park","7","1","7","Santa Clara","166","","$7,898,000","06/01/2016","15,000","ML81588228","003-09-014","Palo Alto","1,579.60","","","5,000","Canceled","1531 University Avenue","1926","94301","Residential"
"$ 178.55","82","440","Hillsborough Heights","5","1","5","San Mateo","0","","$8,800,000","05/23/2016","43,124","ML81587059","031-220-370","Hillsborough","1,118.21","05/23/2016","$7,700,000","6,886","Sold","333 Richmond Road","1934","94010","R10025"
"$ 99.13","13","221","Los Altos Hills","6","1","6","Santa Clara","36","","$7,600,000","05/25/2016","76,666","ML81587431","336-16-054","Los Altos Hills","1,085.71","","","7,000","Canceled","24388 Amigos Court","2003","94024","R1E20"
"$ 69.23","16","221","Los Altos Hills","5","1","5","Santa Clara","49","","$7,388,000","05/18/2016","106,722","ML81586348","182-42-050","Los Altos Hills","1,161.27","","","6,362","Expired","27886 Via Ventana Way","2000","94022","RA"
"$ 242.23","0","214","South of El Monte","4","1","5","Santa Clara","5","","$6,888,000","05/19/2016","29,765","ML81586393","336-13-056","Los Altos","1,328.05","05/24/2016","$7,210,000","5,429","Sold","24600 Ruth Lee Court","2016","94024","R1E-2"
"$ 800.00","16","237","Old Palo Alto","5","0","6","Santa Clara","34","","$7,488,000","05/18/2016","9,000","ML81586182","124-08-013","Palo Alto","1,603.21","06/18/2016","$7,200,000","4,491","Sold","315 Lowell Avenue","2000","94301","R1929"
"$ 80.15","68","290","Alameda to 280","4","1","5","San Mateo","132","","$6,999,000","06/03/2016","87,321","ML81588817","073-261-240","Atherton","1,562.97","","","4,478","Withdrawn","490 Walsh Road","1948","94027","R1001A"
"$ 140.18","15","16","Los Gatos/Monte Sereno","5","1","5","Santa Clara","84","","$7,500,000","06/06/2016","49,223","ML81589077","510-26-067","Los Gatos","1,022.22","08/26/2016","$6,900,000","6,750","Sold","15881 GLEN UNA Drive","2001","95030","RHS-D"
"$ 536.30","12","303","Central Menlo","4","2","4","San Mateo","31","","$6,850,000","06/13/2016","12,493","ML81590293","071-123-250","Menlo Park","1,196.21","07/14/2016","$6,700,000","5,601","Sold","1801 Doris Drive","2004","94025","R10010"
"$ 98.42","91","291","El Camino to Alameda","2","0","4","San Mateo","48","","$6,298,000","05/18/2016","63,990","ML81586269","070-162-070","Atherton","2,358.80","","","2,670","Canceled","282 Camino Al Lago","1925","94027","R1"
"$ 76.06","21","221","Los Altos Hills","5","1","5","Santa Clara","163","","$6,295,000","05/16/2016","82,764","ML81585767","182-28-043","Los Altos Hills","1,038.09","","","6,064","Expired","12620 Zappettini Court","1995","94022","RA"
"$ 163.71","76","453","Ryan Tract Etc.","3","1","4","San Mateo","0","","$6,100,000","05/23/2016","37,262","ML81587064","028-160-190","Hillsborough","1,355.56","05/23/2016","$6,100,000","4,500","Sold","1760 Manor Drive","1940","94010","R10025"
"$ 130.06","46","290","Alameda to 280","4","1","5","San Mateo","134","","$6,395,000","06/06/2016","46,749","ML81589111","074-130-290","Atherton","1,214.79","10/15/2016","$6,080,000","5,005","Sold","50 Tallwood Court","1970","94027","R1001A"
"$ 25.51","55","263","Central Portola Valley","3","0","4","San Mateo","39","","$6,400,000","06/07/2016","235,224","ML81589415","077-224-060","Portola Valley","1,815.98","07/15/2016","$6,000,000","3,304","Sold","255 Cervantes Road","1961","94028","R10000"
"$ 143.48","0","17","Saratoga","5","1","6","Santa Clara","76","","$5,999,888","06/07/2016","41,818","ML81589266","39710001","Saratoga","1,153.82","","","5,200","Canceled","15335 Via Colina","2016","95070","r1"
